Name,Population,Pop2000,IncomePerCapita,PercentCollegeGrad,MedianRent,CommuteTime,LandArea
"Hampshire, MA",158080,152251.0,35667,40.5,$725,22.5,527.26
"Middlesex, MA",1503085,1465396.0,58777,48.4,$1057,27.4,817.82
"Nantucket, MA",10172,9520.0,55884,41.4,$1472,11.1,44.97
"Norfolk, MA",670850,650308.0,62129,46.9,$1084,30.2,396.11
"Plymouth, MA",494919,472822.0,45558,31.4,$884,31.9,659.08
"Suffolk, MA",722023,689807.0,51038,39.6,$1009,28.8,58.15
"Worcester, MA",798552,750963.0,41380,32.2,$715,27.0,1510.77
"Allegany, MD",75087,74930.0,27189,15.2,$398,21.4,424.16
"Anne Arundel, MD",537656,489656.0,51890,35.3,$1096,28.5,414.9
"Baltimore, MD",805029,754292.0,48617,34.3,$845,27.8,598.3
"Baltimore city, MD",620961,651154.0,34427,24.9,$640,28.9,80.94
"Calvert, MD",88737,74563.0,41200,28.5,$1003,39.3,213.15
"Caroline, MD",33066,29772.0,27452,15.6,$556,30.8,319.42
"Carroll, MD",167134,150897.0,41147,30.1,$747,34.0,447.6
"Cecil, MD",101108,85951.0,35848,20.1,$734,29.1,346.27
"Charles, MD",146551,120546.0,39657,25.4,$1052,40.5,457.75
"Dorchester, MD",32618,30674.0,30027,15.3,$489,24.1,540.77
"Frederick, MD",233385,195277.0,44092,34.9,$951,33.6,660.22
"Garrett, MD",30097,29846.0,29820,17.3,$384,22.9,647.1
"Harford, MD",244826,218590.0,43106,30.3,$784,30.9,437.09
"Howard, MD",287085,247842.0,59240,57.2,$1159,30.2,250.74
"Kent, MD",20197,19197.0,45832,30.2,$509,24.5,277.03
"Montgomery, MD",971777,873341.0,67525,56.1,$1246,33.0,491.25
"Prince George's, MD",863420,801515.0,37555,29.9,$990,35.7,482.69
"Queen Anne's, MD",47798,40563.0,44882,28.0,$719,34.2,371.91
"Somerset, MD",26470,24747.0,24053,14.4,$471,23.5,319.72
"St. Mary's, MD",105151,86211.0,36835,26.7,$883,29.7,357.18
"Talbot, MD",37782,33812.0,56775,33.2,$695,24.0,268.54
"Washington, MD",147430,131923.0,33378,18.3,$620,27.3,457.78
"Wicomico, MD",98733,84644.0,32044,24.5,$681,21.6,374.44
"Worcester, MD",51454,46543.0,37769,26.6,$631,23.9,468.28
"Androscoggin, ME",107702,103793.0,31857,17.7,$558,22.9,467.93
"Aroostook, ME",71870,73938.0,27633,15.7,$391,16.6,6671.33
"Cumberland, ME",281674,265612.0,43728,38.3,$768,21.5,835.24
"Franklin, ME",30768,29467.0,26656,24.8,$456,23.1,1696.61
"Hancock, ME",54418,51791.0,33544,29.7,$544,22.0,1586.89
"Kennebec, ME",122151,117114.0,32166,25.0,$522,22.6,867.52
"Knox, ME",39736,39618.0,36132,25.8,$569,18.6,365.13
"Lincoln, ME",34457,33616.0,34600,30.7,$606,24.0,455.82
"Oxford, ME",57833,54755.0,26616,17.2,$470,26.8,2076.84
"Penobscot, ME",153923,144919.0,30574,23.0,$565,21.8,3397.36
"Piscataquis, ME",17535,17235.0,28038,14.1,$377,23.2,3960.86
"Sagadahoc, ME",35293,35214.0,35221,27.7,$651,21.9,253.7
"Somerset, ME",52228,50888.0,26429,14.6,$448,25.6,3924.4
"Waldo, ME",38786,36280.0,29348,21.3,$519,25.0,729.92
"Washington, ME",32856,33941.0,26389,18.5,$350,18.8,2562.66
"York, ME",197131,186742.0,34802,27.7,$714,26.1,990.71
"Alcona, MI",10942,11719.0,22737,12.2,$361,23.8,674.59
"Alger, MI",9601,9862.0,22885,17.4,$375,17.3,915.07
"Allegan, MI",111408,105665.0,30423,19.7,$532,23.6,825.23
"Alpena, MI",29598,31314.0,28534,15.3,$393,16.6,571.86
"Antrim, MI",23580,23110.0,29126,22.6,$488,21.3,475.7
"Arenac, MI",15899,17269.0,24820,11.0,$374,29.2,363.19
"Baraga, MI",8860,8746.0,23381,12.0,$301,16.2,898.26
"Barry, MI",59173,56755.0,31053,16.7,$507,27.4,553.09
"Bay, MI",107771,110157.0,29656,17.7,$474,21.0,442.3
"Benzie, MI",17525,15998.0,28165,23.4,$501,22.8,319.7
"Berrien, MI",156813,162453.0,32140,23.4,$471,18.9,567.75
"Branch, MI",45248,45787.0,24146,14.6,$471,21.5,506.37
"Calhoun, MI",136146,137985.0,29897,18.8,$502,19.3,706.23
"Cass, MI",52293,51104.0,30853,16.1,$434,25.2,490.06
"Charlevoix, MI",25949,26090.0,35304,23.3,$516,19.0,416.34
"Cheboygan, MI",26152,26448.0,25767,17.9,$452,23.0,715.26
"Chippewa, MI",38520,38543.0,22708,17.5,$439,16.4,1558.42
"Clare, MI",30926,31252.0,23869,10.1,$405,27.7,564.32
"Clinton, MI",75382,64753.0,33580,27.0,$581,23.1,566.41
"Crawford, MI",14074,14273.0,22698,14.1,$423,23.6,556.28
"Delta, MI",37069,38520.0,27974,18.1,$411,18.7,1171.1
"Dickinson, MI",26168,27472.0,31975,17.1,$405,15.2,761.4
"Eaton, MI",107759,103655.0,31345,23.8,$601,22.5,575.18
"Emmet, MI",32694,31437.0,35916,28.4,$592,19.1,467.49
"Genesee, MI",425790,436141.0,28700,18.8,$496,25.3,636.98
"Gladwin, MI",25692,26023.0,23435,10.3,$389,27.2,501.78
"Gogebic, MI",16427,17370.0,25606,17.8,$355,17.7,1101.85
"Grand Traverse, MI",86986,77654.0,35520,28.7,$676,19.3,464.33
"Gratiot, MI",42476,42285.0,24559,12.9,$430,22.5,568.46
"Hillsdale, MI",46688,46527.0,25271,14.3,$475,25.2,598.13
"Houghton, MI",36628,36016.0,24841,24.1,$420,16.7,1009.1
"Huron, MI",33118,36079.0,29657,13.4,$380,20.3,835.71
"Ingham, MI",280895,279320.0,32552,34.9,$624,19.8,556.12
"Ionia, MI",63905,61518.0,24099,12.7,$476,26.3,571.3
"Iosco, MI",25887,27339.0,24030,13.5,$429,22.0,549.1
"Iron, MI",11817,13138.0,27108,14.2,$381,18.1,1166.15
"Isabella, MI",70311,63351.0,26770,26.6,$557,17.4,572.68
"Jackson, MI",160248,158422.0,28411,17.5,$551,23.4,701.67
"Kalamazoo, MI",250331,238603.0,34526,33.3,$582,19.0,561.66
"Kalkaska, MI",17153,16571.0,22631,11.5,$456,27.1,559.87
"Kent, MI",602622,574335.0,35859,29.4,$596,20.5,846.95
"Keweenaw, MI",2156,2301.0,28113,19.7,$263,20.4,540.11
"Lake, MI",11539,11333.0,22458,8.3,$334,27.6,567.37
"Lapeer, MI",88319,87904.0,30117,17.5,$575,34.5,643.01
"Leelanau, MI",21708,21119.0,39445,38.3,$545,20.7,347.17
"Lenawee, MI",99892,98890.0,29707,18.8,$518,25.3,749.56
"Livingston, MI",180967,156951.0,38330,31.8,$723,31.7,565.25
"Luce, MI",6631,7024.0,20121,12.8,$455,14.6,899.08
"Mackinac, MI",11113,11943.0,30222,19.9,$445,19.2,1021.57
"Macomb, MI",840978,788149.0,35722,21.5,$640,26.2,479.22
"Manistee, MI",24733,24527.0,26190,16.0,$425,21.6,542.15
"Marquette, MI",67077,64634.0,28814,28.6,$472,17.5,1808.4
"Mason, MI",28705,28274.0,27472,19.1,$470,18.4,495.07
"Mecosta, MI",42798,40553.0,23241,19.5,$480,23.6,555.07
"Menominee, MI",24029,25326.0,26584,12.8,$348,19.5,1044.08
"Midland, MI",83629,82874.0,40252,31.5,$513,20.4,516.25
"Missaukee, MI",14849,14478.0,22730,12.2,$471,21.8,564.73
"Monroe, MI",152021,145945.0,32355,17.1,$569,24.6,549.39
"Montcalm, MI",63342,61266.0,21630,12.5,$458,28.7,705.4
"Montmorency, MI",9765,10315.0,21972,9.5,$439,24.3,546.66
"Muskegon, MI",172188,170200.0,26880,16.5,$488,20.2,499.25
"Newaygo, MI",48460,47874.0,25256,13.9,$443,28.9,813.2
"Oakland, MI",1202362,1194156.0,55207,41.6,$740,26.0,867.66
"Oceana, MI",26570,26873.0,25742,13.3,$411,23.4,512.07
"Ogemaw, MI",21699,21645.0,23104,10.8,$404,22.7,563.49
"Ontonagon, MI",6780,7818.0,27215,14.2,$320,20.1,1311.23
"Osceola, MI",23528,23197.0,23968,12.0,$381,23.2,566.39
"Oscoda, MI",8640,9418.0,21947,10.3,$399,20.1,565.73
"Otsego, MI",24164,23301.0,28063,18.8,$523,21.6,514.97
"Ottawa, MI",263801,238314.0,32777,28.4,$627,19.7,563.47
"Presque Isle, MI",13376,14411.0,24077,14.8,$368,22.8,658.72
"Roscommon, MI",24449,25469.0,24300,14.2,$398,25.0,519.64
"Saginaw, MI",200169,210039.0,28679,17.9,$497,20.9,800.11
"Sanilac, MI",43114,44547.0,27490,10.9,$442,29.8,962.57
"Schoolcraft, MI",8485,8903.0,25527,11.5,$355,18.2,1171.36
"Shiawassee, MI",70648,71687.0,26155,15.5,$506,28.1,530.67
"St. Clair, MI",163040,164235.0,30942,14.6,$546,27.5,721.17
"St. Joseph, MI",61295,62422.0,27141,13.2,$460,21.2,500.59
"Tuscola, MI",55729,58266.0,23966,12.2,$438,29.1,803.13
"Van Buren, MI",76258,76263.0,26987,19.0,$454,23.9,607.47
"Washtenaw, MI",344791,322895.0,40905,50.2,$760,22.7,705.97
"Wayne, MI",1820584,2061162.0,31724,19.3,$575,24.7,612.08
"Wexford, MI",32735,30484.0,25616,16.2,$473,21.2,565.0
"Aitkin, MN",16202,15301.0,26473,14.3,$340,24.2,1821.66
"Anoka, MN",330844,298084.0,37575,25.5,$789,27.0,423.01
"Becker, MN",32504,30000.0,31754,21.6,$445,21.5,1315.2
"Beltrami, MN",44442,39650.0,27549,27.3,$439,19.5,2504.94
"Benton, MN",38451,34226.0,29048,18.9,$577,22.6,408.3
"Big Stone, MN",5269,5820.0,32062,13.9,$337,17.6,499.02
"Blue Earth, MN",64013,55941.0,32112,29.5,$582,16.9,747.84
"Brown, MN",25893,26911.0,32982,17.8,$397,14.6,611.09
"Carlton, MN",35386,31671.0,28139,20.6,$528,21.1,861.38
"Carver, MN",91042,70205.0,49691,40.9,$783,25.1,354.33
"Cass, MN",28567,27150.0,30456,21.3,$393,21.8,2021.54
"Chippewa, MN",12441,13088.0,32590,14.6,$385,15.3,581.12
"Chisago, MN",53887,41101.0,33148,17.1,$673,31.8,414.86
"Clay, MN",58999,51229.0,30390,31.4,$520,17.2,1045.37
"Clearwater, MN",8695,8423.0,24859,13.9,$318,26.4,998.94
"Cook, MN",5176,5168.0,32471,27.4,$422,14.4,1452.28
"Cottonwood, MN",11687,12167.0,34450,17.4,$326,14.8,638.61
"Crow Wing, MN",62500,55099.0,29358,21.9,$526,20.4,999.1
"Dakota, MN",398552,355904.0,45045,37.9,$814,23.7,562.17
"Dodge, MN",20087,17731.0,34063,19.6,$490,22.5,439.28
"Douglas, MN",36009,32821.0,32388,20.6,$505,17.6,637.3
"Faribault, MN",14553,16181.0,35615,14.4,$331,20.7,712.48
"Fillmore, MN",20866,21122.0,30777,18.3,$402,25.3,861.3
"Freeborn, MN",31255,32584.0,31501,14.6,$418,17.9,707.09
"Goodhue, MN",46183,44127.0,35993,22.3,$552,22.8,756.84
"Grant, MN",6018,6289.0,28936,17.2,$340,20.0,548.16
"Hennepin, MN",1152425,1116200.0,56280,43.7,$771,22.1,553.59
"Houston, MN",19027,19718.0,33016,21.4,$410,19.8,552.06
"Hubbard, MN",20428,18376.0,27984,22.0,$473,20.2,925.68
"Isanti, MN",37816,31287.0,31570,15.9,$686,33.2,435.79
"Itasca, MN",45058,43992.0,28050,19.3,$488,20.9,2667.72
"Jackson, MN",10266,11268.0,32095,14.1,$393,16.2,702.98
"Kanabec, MN",16239,14996.0,26558,14.3,$575,32.0,521.59
"Kandiyohi, MN",42239,41203.0,34725,21.5,$466,17.0,796.79
"Kittson, MN",4552,5285.0,31322,17.7,$347,20.8,1098.8
"Koochiching, MN",13311,14355.0,30603,16.7,$376,16.1,3104.07
"Lac qui Parle, MN",7259,8067.0,33041,17.3,$328,17.8,765.02
"Lake, MN",10866,11058.0,35163,18.0,$497,20.2,2109.29
"Lake of the Woods, MN",4045,4522.0,25389,21.0,$438,18.1,1297.87
"Le Sueur, MN",27703,25426.0,30834,19.9,$468,24.4,448.76
"Lincoln, MN",5896,6429.0,32723,17.7,$321,19.1,536.76
"Lyon, MN",25857,25425.0,34358,25.6,$466,14.0,714.56
"Mahnomen, MN",5413,5190.0,28117,13.9,$335,21.4,557.88
"Marshall, MN",9439,10155.0,31624,15.6,$378,22.7,1775.07
"Martin, MN",20840,21802.0,35470,17.2,$372,14.9,712.35
"McLeod, MN",36651,34898.0,31356,18.0,$551,20.6,491.47
"Meeker, MN",23300,22644.0,30158,15.2,$508,23.4,608.18
"Mille Lacs, MN",26097,22330.0,25121,13.9,$484,28.1,572.31
"Morrison, MN",33198,31712.0,26688,14.1,$453,24.4,1125.06
"Mower, MN",39163,38603.0,34045,15.9,$493,18.3,711.33
"Murray, MN",8725,9165.0,33308,15.1,$365,18.1,704.7
"Nicollet, MN",32727,29771.0,34229,33.7,$563,16.0,448.49
"Nobles, MN",21378,20832.0,32708,16.7,$409,14.8,715.11
"Norman, MN",6852,7442.0,33572,14.4,$314,21.6,872.79
"Olmsted, MN",144248,124277.0,42917,39.3,$624,16.5,653.35
"Otter Tail, MN",57303,57159.0,29763,19.7,$432,19.0,1972.07
"Pennington, MN",13930,13584.0,35873,14.8,$392,14.8,616.57
"Pine, MN",29750,26530.0,25230,13.2,$481,27.1,1411.29
"Pipestone, MN",9596,9895.0,33421,15.9,$319,15.8,465.06
"Polk, MN",31600,31369.0,30420,20.0,$420,16.8,1971.13
"Pope, MN",10995,11236.0,31901,18.0,$423,19.1,669.71
"Ramsey, MN",508640,511035.0,45180,38.9,$726,21.8,152.21
"Red Lake, MN",4089,4299.0,28206,12.3,$374,22.9,432.41
"Redwood, MN",16059,16815.0,30675,15.4,$394,15.6,878.57
"Renville, MN",15730,17154.0,29455,15.6,$405,18.4,982.91
"Rice, MN",64142,56665.0,29755,26.4,$631,21.0,495.68
"Rock, MN",9687,9721.0,32588,16.2,$390,21.5,482.46
"Roseau, MN",15629,16338.0,35150,17.3,$433,14.5,1671.6
"Scott, MN",129928,89498.0,39042,35.1,$802,26.3,356.48
"Sherburne, MN",88499,64417.0,29529,24.1,$710,31.1,432.92
"Sibley, MN",15226,15356.0,30062,13.5,$474,24.1,588.78
"St. Louis, MN",200226,200528.0,34674,25.0,$550,19.3,6247.4
"Stearns, MN",150642,133166.0,31951,23.5,$607,20.3,1343.13
"Steele, MN",36576,33680.0,34097,21.0,$567,17.5,429.65
"Stevens, MN",9726,10053.0,32374,23.0,$465,11.3,563.6
"Swift, MN",9783,11956.0,26206,13.7,$371,16.1,742.08
"Todd, MN",24895,24426.0,25017,12.0,$414,23.3,944.98
"Traverse, MN",3558,4134.0,28910,13.7,$344,11.6,573.9
"Wabasha, MN",21676,21610.0,32774,17.0,$460,22.5,522.98
"Wadena, MN",13843,13713.0,25718,15.1,$329,20.5,536.27
"Waseca, MN",19136,19526.0,30051,18.7,$464,17.3,423.36
"Washington, MN",238136,201130.0,47351,39.4,$862,25.3,384.28
"Watonwan, MN",11211,11876.0,30343,14.3,$397,15.4,434.95
"Wilkin, MN",6576,7138.0,32226,16.3,$404,18.8,750.96
"Winona, MN",51461,49985.0,32964,25.9,$483,16.2,626.21
"Wright, MN",124700,89986.0,33122,23.0,$662,29.6,661.46
"Yellow Medicine, MN",10438,11080.0,33740,16.7,$373,18.8,759.1
"Adair, MO",25607,24977.0,23388,23.7,$411,12.9,567.32
"Andrew, MO",17291,16492.0,33641,21.1,$477,22.9,432.7
"Atchison, MO",5685,6430.0,28052,20.0,$279,19.9,547.3
"Audrain, MO",25529,25853.0,26289,13.1,$360,20.5,692.24
"Barry, MO",35597,34010.0,24410,11.5,$361,22.2,778.25
"Barton, MO",12402,12541.0,22593,14.4,$331,22.9,591.92
"Bates, MO",17049,16653.0,27362,11.7,$348,28.7,836.69
"Benton, MO",19056,17180.0,23663,10.7,$364,30.1,704.06
"Bollinger, MO",12363,12029.0,22154,8.8,$326,32.7,617.91
"Boone, MO",162642,135454.0,32884,45.0,$564,17.6,685.41
"Buchanan, MO",89201,85998.0,28997,18.2,$456,17.7,408.03
"Butler, MO",42794,40867.0,28208,14.1,$363,16.4,694.67
"Caldwell, MO",9424,8969.0,27224,11.9,$375,33.1,426.39
"Callaway, MO",44332,40766.0,25041,20.3,$392,20.6,834.58
"Camden, MO",44002,37051.0,30466,19.6,$469,20.7,655.92
"Cape Girardeau, MO",75674,68693.0,31300,26.1,$440,18.4,578.54
"Carroll, MO",9295,10285.0,26470,15.4,$320,27.5,694.62
"Carter, MO",6265,5941.0,23242,8.1,$266,26.4,507.36
"Cass, MO",99478,82092.0,31414,21.0,$625,28.4,696.84
"Cedar, MO",13982,13733.0,22866,11.2,$319,21.5,474.48
"Chariton, MO",7831,8438.0,27795,15.0,$261,23.4,751.18
"Christian, MO",77422,54285.0,26740,25.6,$520,24.1,562.65
"Clark, MO",7139,7416.0,24446,12.6,$295,24.6,504.69
"Clay, MO",221939,184006.0,35220,29.4,$597,22.6,397.3
"Clinton, MO",20743,18979.0,30144,18.2,$445,29.5,418.96
"Cole, MO",75990,71397.0,36223,30.4,$428,17.7,393.75
"Cooper, MO",17601,16670.0,25900,14.0,$409,24.9,564.77
"Crawford, MO",24696,22804.0,26727,10.1,$360,28.2,742.52
"Dade, MO",7883,7923.0,24018,9.7,$298,26.1,490.01
"Dallas, MO",16777,15661.0,24093,10.8,$338,29.1,540.77
"Daviess, MO",8433,8016.0,24328,13.0,$331,29.0,563.24
"DeKalb, MO",12892,11597.0,19838,14.1,$358,26.0,421.36
"Dent, MO",15657,14927.0,24022,10.4,$334,24.5,752.79
"Douglas, MO",13684,13084.0,21426,11.2,$266,27.2,813.63
"Dunklin, MO",31953,33155.0,25449,10.5,$278,21.0,541.07
"Franklin, MO",101492,93807.0,32407,16.6,$468,27.7,922.68
"Gasconade, MO",15222,15342.0,27554,12.5,$357,26.9,517.8
"Gentry, MO",6738,6861.0,27830,12.8,$289,20.7,491.42
"Greene, MO",275174,240391.0,32088,26.9,$495,19.5,675.3
"Grundy, MO",10261,10432.0,25087,12.6,$327,22.3,435.28
"Harrison, MO",8957,8850.0,23492,9.1,$285,21.3,722.5
"Henry, MO",22272,21997.0,26876,15.0,$314,25.7,696.95
"Hickory, MO",9627,8940.0,19546,7.1,$288,32.6,399.09
"Holt, MO",4912,5351.0,26542,16.0,$279,23.2,462.69
"Howard, MO",10144,10212.0,29211,19.5,$320,25.4,463.85
"Howell, MO",40400,37238.0,23797,12.8,$339,19.5,927.25
"Iron, MO",10630,10697.0,25659,11.8,$297,26.3,550.26
"Jackson, MO",674158,654880.0,36402,26.9,$553,22.7,604.46
"Jasper, MO",117404,104686.0,26544,18.0,$426,17.9,638.49
"Jefferson, MO",218733,198099.0,30663,16.2,$530,30.1,656.63
"Johnson, MO",52595,48258.0,25267,24.1,$476,27.6,829.28
"Knox, MO",4131,4361.0,26051,14.7,$250,22.4,504.01
"Laclede, MO",35571,32513.0,24456,12.1,$374,20.0,764.72
"Lafayette, MO",33381,32960.0,31823,15.2,$379,27.9,628.43
"Lawrence, MO",38634,35204.0,23355,13.8,$384,21.7,611.74
"Lewis, MO",10211,10494.0,22666,14.8,$316,24.3,505.04
"Lincoln, MO",52566,38944.0,26572,10.1,$516,31.8,626.56
"Linn, MO",12761,13754.0,25680,14.1,$303,20.6,615.56
"Livingston, MO",15195,14558.0,27991,20.5,$341,17.1,532.33
"Macon, MO",15566,15762.0,25448,14.1,$284,22.7,801.23
"Madison, MO",12226,11800.0,22567,10.5,$323,23.0,494.39
"Maries, MO",9176,8903.0,24176,14.3,$302,29.3,526.98
"Marion, MO",28781,28289.0,27479,17.4,$343,17.1,436.92
"McDonald, MO",23083,21681.0,23021,8.0,$391,28.3,539.48
"Mercer, MO",3785,3757.0,29817,14.4,$230,21.1,453.84
"Miller, MO",24748,23564.0,23192,11.3,$396,25.1,592.6
"Mississippi, MO",14358,13427.0,23276,10.6,$282,19.2,411.58
"Moniteau, MO",15607,14827.0,26032,15.0,$355,26.4,415.03
"Monroe, MO",8840,9311.0,23814,11.4,$326,24.1,647.65
"Montgomery, MO",12236,12136.0,27104,12.0,$360,28.4,536.25
"Morgan, MO",20565,19309.0,25366,11.7,$357,26.7,597.63
"New Madrid, MO",18956,19760.0,26522,11.4,$268,18.9,674.84
"Newton, MO",58114,52636.0,28680,18.4,$386,20.6,624.77
"Nodaway, MO",23370,21912.0,22867,23.8,$402,15.5,876.96
"Oregon, MO",10881,10344.0,20971,10.0,$254,27.8,789.8
"Osage, MO",13878,13062.0,29344,11.7,$356,25.5,604.35
"Ozark, MO",9723,9542.0,20284,9.4,$285,27.6,744.97
"Pemiscot, MO",18296,20047.0,25391,10.7,$278,16.2,492.54
"Perry, MO",18971,18132.0,25978,10.9,$400,21.6,474.35
"Pettis, MO",42201,39403.0,27145,15.5,$405,20.7,682.22
"Phelps, MO",45156,39825.0,27718,24.6,$409,17.9,671.78
"Pike, MO",18516,18351.0,23605,12.3,$376,22.6,670.44
"Platte, MO",89322,73781.0,40149,36.3,$665,22.6,420.19
"Polk, MO",31137,26992.0,23087,16.6,$380,24.7,635.52
"Pulaski, MO",52274,41165.0,35751,17.1,$597,20.5,547.1
"Putnam, MO",4979,5223.0,23219,17.8,$317,19.9,517.32
"Ralls, MO",10167,9626.0,28285,13.0,$332,22.6,469.78
"Randolph, MO",25414,24663.0,25230,12.3,$366,19.7,482.68
"Ray, MO",23494,23354.0,30907,12.5,$417,31.8,568.81
"Reynolds, MO",6696,6689.0,23757,7.3,$264,28.3,808.48
"Ripley, MO",14100,13509.0,21504,11.7,$307,22.0,629.54
"Saline, MO",23370,23756.0,28871,17.8,$303,19.9,755.5
"Schuyler, MO",4431,4170.0,21607,11.3,$278,23.8,307.3
"Scotland, MO",4843,4983.0,23659,14.9,$199,22.9,436.67
"Scott, MO",39191,40422.0,28189,12.8,$348,18.9,419.99
"Shannon, MO",8441,8324.0,18539,13.2,$246,23.7,1003.82
"Shelby, MO",6373,6799.0,26941,12.1,$267,22.2,500.86
"St. Charles, MO",360485,283883.0,36711,32.6,$683,25.0,560.44
"St. Clair, MO",9805,9652.0,21863,10.7,$266,25.9,669.98
"St. Francois, MO",65359,55641.0,24143,13.5,$412,25.7,451.89
"St. Louis, MO",998954,1016315.0,51710,38.5,$632,23.1,507.8
"St. Louis city, MO",319294,348189.0,29724,25.5,$479,24.2,61.91
"Ste. Genevieve, MO",18145,17842.0,28761,12.2,$370,27.7,499.15
"Stoddard, MO",29968,29705.0,25790,11.1,$321,21.5,823.22
"Stone, MO",32202,28658.0,28095,16.2,$423,26.6,464.03
"Sullivan, MO",6714,7219.0,30133,11.4,$295,19.2,647.98
"Taney, MO",51675,39703.0,26760,20.4,$491,20.3,632.44
"Texas, MO",26008,23003.0,19870,11.1,$322,25.6,1177.27
"Vernon, MO",21159,20454.0,25436,14.4,$342,17.3,826.4
"Warren, MO",32513,24525.0,30448,15.5,$508,29.1,428.6
"Washington, MO",25195,23344.0,22379,6.9,$344,33.4,759.91
"Wayne, MO",13521,13259.0,22334,8.1,$289,23.8,759.18
"Webster, MO",36202,31045.0,23030,14.6,$418,29.1,592.56
"Worth, MO",2171,2382.0,22582,13.2,$208,21.8,266.61
"Wright, MO",18815,17955.0,19831,10.8,$279,23.7,681.77
"Adams, MS",32297,34340.0,28864,19.6,$338,21.9,462.41
"Alcorn, MS",37057,34558.0,24796,15.0,$287,19.8,400.04
"Amite, MS",13131,13599.0,23897,10.6,$270,32.2,730.1
"Attala, MS",19564,19661.0,22770,16.0,$323,25.3,734.98
"Benton, MS",8729,8026.0,19010,10.2,$298,35.8,406.62
"Bolivar, MS",34145,40633.0,23919,20.7,$372,17.2,876.57
"Calhoun, MS",14962,15069.0,25236,10.0,$287,23.5,586.57
"Carroll, MS",10597,10769.0,26377,13.3,$337,23.8,628.24
"Chickasaw, MS",17392,19440.0,22712,9.9,$238,23.7,501.78
"Choctaw, MS",8547,9758.0,20405,11.6,$245,24.2,418.18
"Claiborne, MS",9604,11831.0,20512,17.8,$303,23.8,487.41
"Clarke, MS",16732,17955.0,22465,9.1,$326,31.3,691.55
"Clay, MS",20634,21979.0,25475,14.3,$329,20.2,410.08
"Coahoma, MS",26151,30622.0,26488,14.1,$342,21.5,552.44
"Copiah, MS",29449,28757.0,21842,13.4,$312,25.1,777.24
"Covington, MS",19568,19407.0,22441,14.6,$268,28.6,413.79
"DeSoto, MS",161252,107199.0,31891,20.6,$703,25.1,476.15
"Forrest, MS",74934,72604.0,26268,26.5,$470,19.5,466.31
"Franklin, MS",8118,8448.0,21001,14.8,$203,38.3,563.78
"George, MS",22578,19144.0,23248,12.2,$321,34.0,478.71
"Greene, MS",14400,13299.0,19018,7.8,$283,33.5,712.76
"Grenada, MS",21906,23263.0,24993,16.8,$334,19.0,422.11
"Hancock, MS",43929,42967.0,41124,21.2,$543,30.1,473.75
"Harrison, MS",187105,189601.0,35856,19.7,$655,22.4,573.99
"Hinds, MS",245285,250800.0,33635,27.9,$542,21.6,869.74
"Holmes, MS",19198,21609.0,20254,11.4,$245,34.8,756.7
"Humphreys, MS",9375,11206.0,20755,12.6,$233,18.4,418.49
"Issaquena, MS",1406,2274.0,25053,6.3,$175,23.2,413.05
"Itawamba, MS",23401,22770.0,25954,12.1,$356,24.3,532.79
"Jackson, MS",139668,131420.0,34187,17.8,$565,23.9,722.75
"Jasper, MS",17062,18149.0,23945,10.3,$306,25.9,676.24
"Jefferson, MS",7726,9740.0,17290,18.0,$185,29.2,519.93
"Jefferson Davis, MS",12487,13962.0,22221,10.7,$277,31.4,408.44
"Jones, MS",67761,64958.0,29550,14.8,$383,22.7,694.8
"Kemper, MS",10456,10453.0,20382,10.9,$239,28.7,766.18
"Lafayette, MS",47351,38744.0,30576,39.0,$528,17.0,631.71
"Lamar, MS",55658,39070.0,30437,29.1,$609,24.6,497.06
"Lauderdale, MS",80261,78161.0,29659,18.7,$415,19.6,703.63
"Lawrence, MS",12929,13258.0,25471,10.1,$347,35.5,430.67
"Leake, MS",23805,20940.0,22252,9.0,$349,28.4,583.0
"Lee, MS",82910,75755.0,31030,21.5,$408,18.8,449.95
"Leflore, MS",32317,37947.0,25308,16.8,$272,16.8,592.54
"Lincoln, MS",34869,33166.0,25481,16.3,$329,31.7,586.12
"Lowndes, MS",59779,61586.0,29124,20.5,$406,19.9,505.51
"Madison, MS",95203,74674.0,43106,41.1,$635,22.8,714.51
"Marion, MS",27088,25595.0,24716,11.9,$315,34.2,542.38
"Marshall, MS",37144,34993.0,23739,10.4,$322,31.5,706.19
"Monroe, MS",36989,38014.0,25378,12.7,$302,23.6,765.09
"Montgomery, MS",10925,12189.0,23623,15.7,$299,24.7,406.98
"Neshoba, MS",29676,28684.0,28666,12.3,$343,22.5,570.14
"Newton, MS",21720,21838.0,24341,11.6,$286,27.4,578.1
"Noxubee, MS",11545,12548.0,20338,9.9,$261,25.1,695.14
"Oktibbeha, MS",47671,42902.0,26740,39.7,$483,16.1,458.2
"Panola, MS",34707,34274.0,22943,12.8,$387,25.2,685.14
"Pearl River, MS",55834,48621.0,23247,14.6,$429,35.0,810.86
"Perry, MS",12250,12138.0,21014,10.0,$256,36.2,647.25
"Pike, MS",40404,38940.0,23894,16.0,$354,23.3,409.02
"Pontotoc, MS",29957,26726.0,24314,11.3,$398,23.9,497.69
"Prentiss, MS",25276,25556.0,21311,14.0,$345,21.2,414.98
"Quitman, MS",8223,10117.0,21978,11.8,$254,25.8,405.01
"Rankin, MS",141617,115327.0,33209,27.9,$635,23.9,775.49
"Scott, MS",28264,28423.0,22336,8.9,$334,23.7,609.19
